TIME_PERIOD,REF_AREA,OBS_VALUE
2019-Q3,GR,46954.37
2019-Q4,GR,46721.18
2020-Q1,GR,46649.31
2020-Q2,GR,47880.67
2020-Q3,GR,50389.62
2012-Q1,HR,78910.63
2012-Q2,HR,79937.77
2012-Q3,HR,79325.3
2012-Q4,HR,74383.58
2013-Q1,HR,75194.28
2013-Q2,HR,75923.82
2013-Q3,HR,76124.69
2013-Q4,HR,73518.71
2014-Q1,HR,71850.47
2014-Q2,HR,71504.69
2014-Q3,HR,69896.25
2014-Q4,HR,69638.29
2015-Q1,HR,69332.63
2015-Q2,HR,68179.8
2015-Q3,HR,68136.53
2015-Q4,HR,67357.9
2016-Q1,HR,65437.37
2016-Q2,HR,63903.04
2016-Q3,HR,63651.17
2016-Q4,HR,64860.68
2017-Q1,HR,64076.75
2017-Q2,HR,65478.95
2017-Q3,HR,67159.05
2017-Q4,HR,64795.75
2018-Q1,HR,63991.52
2018-Q2,HR,65356.34
2018-Q3,HR,64625.0
2018-Q4,HR,63803.63
2019-Q1,HR,65515.91
2019-Q2,HR,65980.15
2019-Q3,HR,64621.88
2019-Q4,HR,65566.39
2020-Q1,HR,68865.3
2020-Q2,HR,68903.36
2020-Q3,HR,69251.55
2000-Q1,HU,1302174.0
2000-Q2,HU,1423001.0
2000-Q3,HU,1580553.0
2000-Q4,HU,1714140.0
2001-Q1,HU,1771926.0
2001-Q2,HU,1736578.0
2001-Q3,HU,1856492.0
2001-Q4,HU,1877653.0
